did,handle,avatar,banner,description,display_name,followers_count,follows_count,indexed_at,labels,posts_count,viewer,py_type,is_frequent_poster
did:plc:b4p5duouxlug3grommnr3mrx,markwaid.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:b4p5duouxlug3grommnr3mrx/bafkreifvy54q46rt6zljdc7c4eon6nlhs2wcxxktg63phq7rfoclkdnosi@jpeg,,"Writer, Editor, Troubleshooter, Troublemaker",Mark Waid Should Be Working Instead,4219,103,2024-03-01T19:21:35.806Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:b4p5duouxlug3grommnr3mrx', uri='at://did:plc:b4p5duouxlug3grommnr3mrx/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreigq6xjkegtxgug332krn76t7m2s72mermfphrdbmtvhtfq3y6g64y', neg=None, py_type='com.atproto.label.defs#label')]",364,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:ymke7qsjx4svsy5xyzwirgwe,encephalophagy.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:ymke7qsjx4svsy5xyzwirgwe/bafkreifwohg6nesredpvpa4gydcju5pn7ue2matmazo7qdlcbv2z2e4py4@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:ymke7qsjx4svsy5xyzwirgwe/bafkreig2c6xwmtvqdy7j2bekq5abmtsn24i6hfg2wt3mkgvkkoziowweiq@jpeg,"Leftist Politics, Tech, Roleplaying & General Geekery | 🏳️‍🌈 | Any pronouns | Black Lives Matter, Trans Rights Are Human Rights, End Genocide",Encephalophagy,3363,1058,2024-03-16T19:04:55.050Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:ymke7qsjx4svsy5xyzwirgwe', uri='at://did:plc:ymke7qsjx4svsy5xyzwirgwe/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreibghhd6r2b7bse6mib4r2c33tfmvtyvhfpxg5gd6ggmnnfwmvkzhq', neg=None, py_type='com.atproto.label.defs#label')]",2984,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:q5xvqdmbpul3fr5e2r7a4gpq,jgownder.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:q5xvqdmbpul3fr5e2r7a4gpq/bafkreib3hbut6ukp6nchqrag4kg6w5gix7r6tkxfkj52rayqrxhts4pfq4@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:q5xvqdmbpul3fr5e2r7a4gpq/bafkreietmqo3e3bpvbpv7lsstieljkair24gbxiae73qn6pktcmjt3whri@jpeg,VP analyst @Forrester. Opinions mine. Future of work + tech. Harvard MA & BA. Multiracial POC. He/Him or They/Them. 🏳️‍🌈 Born: 326ppm CO2.,J. P. Gownder (கவுண்டர்) ☮️🕊️🏳️‍🌈 ,708,608,2024-01-25T23:55:15.392Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:q5xvqdmbpul3fr5e2r7a4gpq', uri='at://did:plc:q5xvqdmbpul3fr5e2r7a4gpq/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreibzrpioqxl4p3p5koghjrrh64jfb3kg5qlnu5oyt2d5lphp5w5j4m', neg=None, py_type='com.atproto.label.defs#label')]",1674,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:63hvnyjvqi2nzzcsjgnry5we,knilirabaj.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:63hvnyjvqi2nzzcsjgnry5we/bafkreied72szczwtayxt6tlau4m4vemlyq36u7ah3nwd6jciuigck37ndu@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:63hvnyjvqi2nzzcsjgnry5we/bafkreif6zo6hcewv62fvi7kdqeunmyijowgqov6quv7eznxygwog3w3gia@jpeg,"Profile: AJ sitting in a chair on a stage speaking in a green hat with a white and green keffiyeh.

Banner: Freedom is One: Palestinian-Black Kinship Then, Now, and Tomorrow.",Link.,9089,1972,2024-03-16T02:51:16.649Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:63hvnyjvqi2nzzcsjgnry5we', uri='at://did:plc:63hvnyjvqi2nzzcsjgnry5we/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreidxip4phhfzvsarasjkbex3eyqncrx3uwmpd5hruq3gfjlvb6qaa4', neg=None, py_type='com.atproto.label.defs#label')]",35726,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:spz7xtxwn7tareapqzouydsh,gonebabygone.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:spz7xtxwn7tareapqzouydsh/bafkreicsl5gwmo34frqyfr35oiuaylvpnemoxsfllypnwfzywgnhllb5ei@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:spz7xtxwn7tareapqzouydsh/bafkreiamzlner7bwjg5pxqgdtu5ppqzmkvb2ybxmkywxt4f4gzdhv5ttjq@jpeg,"Chief of da autism police and boss of the Irish Mob at the same time. Cousin, I’m a union man.",Manchester by the Sea Funko Pop ,10836,845,2024-02-27T23:18:58.308Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:spz7xtxwn7tareapqzouydsh', uri='at://did:plc:spz7xtxwn7tareapqzouydsh/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreia3wi3bpsllsukov43s2hjgbcyqlhf2wujweultct4voq5f4gvn5m', neg=None, py_type='com.atproto.label.defs#label')]",11385,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:wizbguj43slo7ogg5sinbi2b,josiah.lol,https://cdn.bsky.app/img/avatar/plain/did:plc:wizbguj43slo7ogg5sinbi2b/bafkreifliabjsvfc4wvjymqzdxn33rfnc22xkowwnwqnzv5zmozdepvcsy@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:wizbguj43slo7ogg5sinbi2b/bafkreie6cxbybbgwsvc3igckyayotfzrvapexh46v7aejfzm34ru3ih6da@jpeg,"Formerly josiah

kindness is free and it multiplies
i love you: the person reading this

either you reduce harm or increase harm. there is no neutral position. 

ADHD • Autism • PTSD 
Nonbinary (they/them)

💛🤍💜🖤",arcadus (they/them),1471,922,2024-02-27T21:40:26.507Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:wizbguj43slo7ogg5sinbi2b', uri='at://did:plc:wizbguj43slo7ogg5sinbi2b/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreig7lgjoilcmkp464rs4w4igm7ypxaq5md5wrmom76qu575oelr2wm', neg=None, py_type='com.atproto.label.defs#label')]",21611,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:2jszithbh5synbdwbjrmn4wp,kellybarnhill.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:2jszithbh5synbdwbjrmn4wp/bafkreiaidlxr33g6xyltayruwzb7ja3ilysrg7locvske2uomtuufsbgv4@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:2jszithbh5synbdwbjrmn4wp/bafkreibuizesclolodi2fcvdzw4fhrd3lqwuergrcvoywtaz3xwd6g6ux4@jpeg,"I used to be an author. But that was in another life.

Books, brain injuries, adorable animals, rhubarb recipes, nature facts, human rights, and how we can make this world safe and kind and good. You are precious to me, and I love you.

kellybarnhill.com",Kelly Barnhill ,2591,586,2024-01-25T23:58:05.036Z,[],3166,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:zifbq74pivhmode7fflzngye,machete.gay,https://cdn.bsky.app/img/avatar/plain/did:plc:zifbq74pivhmode7fflzngye/bafkreia7oehfamm44mj7sx6tyuyszhxt46lq4wljuotppgzj5wm6pcsrzq@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:zifbq74pivhmode7fflzngye/bafkreihi36jhkvtzvtwmilknaigpy3ugd7lf52gnphg5dslw2g3ksanine@jpeg,"sociologist who gets around Too Much
podcast guest
complains a lot about admin stuff in counterextremism
https://nocellara.beehiiv.com/",olive consumer,1861,634,2024-02-08T17:56:39.343Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:zifbq74pivhmode7fflzngye', uri='at://did:plc:zifbq74pivhmode7fflzngye/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreigtclhdgbwanvgr3k7vcidn7a5yibvi5ig4vfkxywejkcrdhrcxiu', neg=None, py_type='com.atproto.label.defs#label')]",11589,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:fcfedums2jv4jfzvqogatc7i,jesseltaylor.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:fcfedums2jv4jfzvqogatc7i/bafkreicge3tzu4i6j36bdw5we44gnjg5nlw72uthn5td4r574yg2bismky@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:fcfedums2jv4jfzvqogatc7i/bafkreihyavdpm76enuapfekw4socgfhtclwavmyjomreyvx5whfkl53zde@jpeg,I post for: 1) god 2) country 3) 1995 feature film Virtuosity ,jesse,1826,974,2024-02-20T09:35:09.143Z,[],3432,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:j76trmiofvaxxpvx2vnb2vwf,michaelhobbes.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:j76trmiofvaxxpvx2vnb2vwf/bafkreihwvqdqy74e6nlkvjntuf3wpcl62ngzu7jsu4dftlmxeuyskqqdbi@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:j76trmiofvaxxpvx2vnb2vwf/bafkreifutht2rkzxmsxbrh5sttaeyhqgeb6czwcrhnmwnolofque2q6riq@jpeg,"Solitary, poor, nasty, brutish and short.",Michael Hobbes,44642,423,2024-01-25T23:53:01.651Z,[],1670,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:cf26plxwia7dxpm6plry3sj2,murshedz.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:cf26plxwia7dxpm6plry3sj2/bafkreiawdztyhjec5lpau7c2fnmadeuj2wnjrhcsmk6scliw7uciif2yqi@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:cf26plxwia7dxpm6plry3sj2/bafkreieacccgrtfndqmtxpju3ytkgac6cfdf7arf6gbkcvyj7swe24j3k4@jpeg,"Advocate, communicator, organizer, consultant | Now ▶️ @pacificastrategies | Then: CREDOMobile; Sen. Harry Reid; Rep. Louise Slaughter; Common Cause | Live and breathe UCLA & Man Utd | he/him/his.
",Murshed Zaheed ,855,272,2024-01-26T00:31:55.817Z,[],1521,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:s2cffezoh7hm3gvsltwtljcv,leer.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:s2cffezoh7hm3gvsltwtljcv/bafkreiddnt43a4edircepzc7m6bxqoixmf2jkxgnw7uta7qf3g5l5frxje@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:s2cffezoh7hm3gvsltwtljcv/bafkreifz3ay2p5jy3bibp7vabgfzhuyjthnkrki4uxujzrxkbsg3gj7zaq@jpeg,"A writer and comedian that can't help himself, but could maybe help you. Check out WriteWithLee.com to learn more.",Lee,78,78,2024-01-26T00:42:39.565Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:s2cffezoh7hm3gvsltwtljcv', uri='at://did:plc:s2cffezoh7hm3gvsltwtljcv/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreihrkmkjl4ngbw3u3snmwnix2hbckfl5cm6w53f5iflgg5he46lzua', neg=None, py_type='com.atproto.label.defs#label')]",375,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:nehvjrqlcz766irejep43jnw,tomtomorrow.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:nehvjrqlcz766irejep43jnw/bafkreigxl4n3wx5b4wglvugi5hfdbwj35f2oknbzxpfovm26n2pzi3soyi@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:nehvjrqlcz766irejep43jnw/bafkreiagd3yqks6yyu6bztoye7eg4nbzmlhrdfjn3hta3ey6ouqzq53m3a@jpeg,,Your Internet Friend Tom Tomorrow,21478,302,2024-01-25T23:50:25.029Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:nehvjrqlcz766irejep43jnw', uri='at://did:plc:nehvjrqlcz766irejep43jnw/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreihvfamtm66wi75qwh3zwsonnuovpaj5h6djreacgxt72b7dblekea', neg=None, py_type='com.atproto.label.defs#label')]",8451,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:of56nmyuqzvjta7qlf7gwht6,brendelbored.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:of56nmyuqzvjta7qlf7gwht6/bafkreictblhdtse26aiwqiv62ng4kjybdcl53ypic3u4nwxjhwov7mblfi@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:of56nmyuqzvjta7qlf7gwht6/bafkreidxxs2ogkc4uizud6k7qqwd26qmcjfagebidubiiakgtcwh6rl7hm@jpeg,Host of all podcasts. Independent Journalist. Top 0.001 Meme Creator and Memeology Influencer. Hollywood’s Ultimate Insider.,Brendel,12851,443,2024-01-25T23:48:14.506Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:of56nmyuqzvjta7qlf7gwht6', uri='at://did:plc:of56nmyuqzvjta7qlf7gwht6/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreihvriw5geywifz7up3mbpmukq6uomqfvus4xaksh7xcojmvcapei4', neg=None, py_type='com.atproto.label.defs#label')]",10752,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:lqavfyofor4qyoxxtd4rtkd6,cvh.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:lqavfyofor4qyoxxtd4rtkd6/bafkreigxfvtej5oxrzie53nfuwd3njmnl5ukjyeusmd2zrbc5oheo44hz4@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:lqavfyofor4qyoxxtd4rtkd6/bafkreih7xdoujvdg3lvufbcblf6k5ov7v24akmwarlaisayfosrqokdasa@jpeg,"everyone is lucky / everyone is so kind
clinic escort & abortion funder & etc etc",Caitlin VH,229,190,2024-03-12T22:38:05.643Z,[],644,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:yddfcdhhinii6fj6hyulnzpk,xoxogossipgita.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:yddfcdhhinii6fj6hyulnzpk/bafkreiepnpisrw4m73uxxnv3djemnttq3loq2obyu57tuwb73phh27wixe@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:yddfcdhhinii6fj6hyulnzpk/bafkreiezoflcfjoauoo4jiuhmqcfuwzj6e5ah52eg4lxtqyc3kove7qcv4@jpeg,"im gita
they/them

cofounder of aftermath.site
gita@aftermath.site",it's gita time,18330,1034,2024-02-29T01:07:38.607Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:yddfcdhhinii6fj6hyulnzpk', uri='at://did:plc:yddfcdhhinii6fj6hyulnzpk/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreiagrdjl45gbsgacmwwf6bxtkrql6mhywp2rqeirkd3kezx6up22iu', neg=None, py_type='com.atproto.label.defs#label')]",8119,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:jb2q4yqmgpmefxd4xx66gepm,golikehellmachine.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:jb2q4yqmgpmefxd4xx66gepm/bafkreiclc3timmflqei3vovej2lgx7gk4jlcp4m66qixuudmjl6ihphppy@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:jb2q4yqmgpmefxd4xx66gepm/bafkreihj4ndtd5vvasymidlnt4maljuwmmg57n7lyi23274ttip3l4zr3a@jpeg,"portland antifa zone arbitration warlord
assistant to prof. dr. robert j. catman, esq., P.I.
drummer in @tragiclovers",GOLIKEHELLMACHINE-O,6396,338,2024-03-17T01:07:57.749Z,[],24244,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:5mzcdrx7k6kh5yzqf4344auz,tylerking.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:5mzcdrx7k6kh5yzqf4344auz/bafkreifp7xwv7dsmqptbe4szfc7e74our4enum7fodbl5ssvsv3jtly2ai@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:5mzcdrx7k6kh5yzqf4344auz/bafkreihmmfmm4gf4rdg3c73za5ocoklqo2dcfzw6clu37dj62r3mv7fcu4@jpeg,"General malcontent. Ghostwriter. 
Author: THE DEBT, RIOT STREET (Hachette)
Agent: Kimberly Brower, Brower Literary
tyleraking.com
She/her 🇨🇴",Tyler King,1412,977,2024-03-15T05:29:47.144Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:5mzcdrx7k6kh5yzqf4344auz', uri='at://did:plc:5mzcdrx7k6kh5yzqf4344auz/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreibdgnse7nzdwlvtms6b7lj7juszxo6buzwd5i5q55xup5xe6g4ore', neg=None, py_type='com.atproto.label.defs#label')]",1800,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:flge3s7cpcrjwfkf6ib66qqr,breelundberg.com,https://cdn.bsky.app/img/avatar/plain/did:plc:flge3s7cpcrjwfkf6ib66qqr/bafkreifatmlr4l4unjpin3eomfepbdsuqccntmfangzwharzeglhbcbwwq@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:flge3s7cpcrjwfkf6ib66qqr/bafkreihewtqrsdymbaeev7kqgzf4dopfh3nfjqcxh4ruydwavjem425et4@jpeg,"Freelance illustrator and maker of cute things. Creature of habit. (she/they) 🩷💜💙

Portfolio, Contact, & More:
✏️ https://breelundberg.com

Shop & Support:
🛒 https://breelundberg.bigcartel.com
☕️ https://ko-fi.com/breelundberg",Bree Lundberg ✨,4248,779,2024-01-26T00:01:29.624Z,[],4192,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:f5j66gguacu2rqrqxdqzozpa,bachynski.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:f5j66gguacu2rqrqxdqzozpa/bafkreic5ncsfqrnov7272pzdm37rbr6woh474iwm2fqtb34pmavljb3roq@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:f5j66gguacu2rqrqxdqzozpa/bafkreiahxy5ezkw4oqo55a6q5se7qu6xvez44dgcfx54tp4vjigxhjmxoy@jpeg,"Assistant Professor of public health at Muhlenberg College. History, ethics, epidemiology, sports, injury prevention. ",Kathleen Bachynski ,1099,1178,2024-01-26T00:13:18.096Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:f5j66gguacu2rqrqxdqzozpa', uri='at://did:plc:f5j66gguacu2rqrqxdqzozpa/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreigiv32roqlvwjjvezh7tndylgxgx7zeatkzuouhvezqytqpzwlfsa', neg=None, py_type='com.atproto.label.defs#label')]",855,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:mvmfhonrfi2pwippivfcrvdw,shengokai.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:mvmfhonrfi2pwippivfcrvdw/bafkreian5luzxf7cdlvz4doska6kpkflynccdb2lwxn7wveevdzfi6hnqi@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:mvmfhonrfi2pwippivfcrvdw/bafkreicxrx7fzbv5pwhglkgiaekkjpmrmb7sfgc46wx37dq3pj4yw36nau@jpeg,"Assistant Professor @CSUN. Martial artist, motorcyclist, and comics philosopher. Areas: Japanese philosophy, race, gender, disability, and tech/AI. Pragmatic Dragon. He/Him/His 🏳️‍🌈","Dr. Johnathan Flowers, Blade Wielding Bisexual (complimentary)",4378,813,2024-01-26T00:12:17.791Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:mvmfhonrfi2pwippivfcrvdw', uri='at://did:plc:mvmfhonrfi2pwippivfcrvdw/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreigdcqyd4rqgmdtifz5dxqwpijxzmx3ngajxuc6fttqfpiyyejs2vy', neg=None, py_type='com.atproto.label.defs#label')]",4488,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:mf5dzzqkp7fnmby6blfeljwj,junlper.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:mf5dzzqkp7fnmby6blfeljwj/bafkreia25xlfqyqr66bbs7xfhcplw5pxmcadkcy2qnlot7whsbmqzu5e6a@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:mf5dzzqkp7fnmby6blfeljwj/bafkreihavnucalez2zadgbip7mr54d76g4wbzzojaus7oqqmkvijmw3v4u@jpeg,"i’m silly, reputable journalist, evil transsexual

TWITTER FUGITIVE

streaming games at 
https://twitch.tv/transgender_marx

host on western kabuki podcast
www.patreon.com/westernkabuki",june,85135,1103,2024-03-08T21:25:46.317Z,[],2450,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:zknk3rjsatent75sdbbopown,markharris.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:zknk3rjsatent75sdbbopown/bafkreiaj35chqoydprugmnzjbws4tvtw35ztblvokv6q3dachfw5clxpoy@jpeg,,"Writer, husband, etc. Books: Pictures at a Revolution (2008), Five Came Back (2014), Mike Nichols: A Life (2021), Untitled gay cultural history (2026). Journalism: New York, NYTimes Style Mag, etc. A long time ago: EW, Grantland, younger.",Mark Harris,6869,556,2024-01-26T00:29:03.538Z,[],831,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:36lot6lvgs2vmhb3xyclrgdc,joshuafoust.com,https://cdn.bsky.app/img/avatar/plain/did:plc:36lot6lvgs2vmhb3xyclrgdc/bafkreiceeq6hhjkz3ap6ckzpgnhkehzez2j4cn3pgym2fypbxdule75iiy@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:36lot6lvgs2vmhb3xyclrgdc/bafkreie2ojdwmfj4q7xfnxzauzf24eqqnreowp5xtiwf6bkncagfkkmk2e@jpeg,"ABD at CU Boulder, StratComm, military Esports and gender theory. Public relations scholar & professional. Happily 🏳️‍🌈. Recovering natsec journo, think tanker and NGO exec shifting to acaDEEM.",Joshua Foust 🪖🎮,2016,570,2024-03-08T18:10:35.620Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:36lot6lvgs2vmhb3xyclrgdc', uri='at://did:plc:36lot6lvgs2vmhb3xyclrgdc/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreidinocaeotit6pbjqkmx3vbqjnmq4dvrnjo7l74vpw5tdboudnghm', neg=None, py_type='com.atproto.label.defs#label')]",1174,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
