linkid,link,sociopolitical,ideology,partisan,metadata,source_feed
870,https://bsky.app/profile/lukeplunkett.com/post/3krg5acqd2k2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
871,https://bsky.app/profile/knilirabaj.bsky.social/post/3krhzv7ulyc2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
872,https://bsky.app/profile/catsofyore.bsky.social/post/3krq27xxydh2j,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
873,https://bsky.app/profile/luckytran.bsky.social/post/3krhzbf3x422j,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
874,https://bsky.app/profile/lolgop.bsky.social/post/3krvcove7r524,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
875,https://bsky.app/profile/chlowski.bsky.social/post/3krtnr5mjkg2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
876,https://bsky.app/profile/kalencar.bsky.social/post/3kreit5l7eg2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
877,https://bsky.app/profile/gewska.bsky.social/post/3krsxlv2t3k22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
878,https://bsky.app/profile/ironspike.bsky.social/post/3krk7wlxbvk2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
879,https://bsky.app/profile/catsofyore.bsky.social/post/3kruhrmxxpl2z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
880,https://bsky.app/profile/rincewind.run/post/3krh24zaisk2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
881,https://bsky.app/profile/hypercubexl.bsky.social/post/3krn7r5y2gk2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
882,https://bsky.app/profile/joergspengler.bsky.social/post/3krtjnlptx22o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
883,https://bsky.app/profile/wolvendamien.bsky.social/post/3krgz5oew5d2j,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
884,https://bsky.app/profile/agpasquella.bsky.social/post/3krhifvevd327,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
885,https://bsky.app/profile/nora.zone/post/3krokjgoses2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
886,https://bsky.app/profile/nycsouthpaw.bsky.social/post/3krgopq576s2a,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
887,https://bsky.app/profile/kevinmkruse.bsky.social/post/3kro4psxzdc2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
888,https://bsky.app/profile/kilgoretrout.bsky.social/post/3krguqb4jxk27,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
889,https://bsky.app/profile/nevesceramics.bsky.social/post/3krofim6ou62z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
890,https://bsky.app/profile/ohmygiddyaunt.bsky.social/post/3krpaanayqd23,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
891,https://bsky.app/profile/parkermolloy.com/post/3krrfhr35zk2b,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
892,https://bsky.app/profile/gbbranstetter.bsky.social/post/3krmrdtcun62p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
893,https://bsky.app/profile/phillewis.bsky.social/post/3krf43cihh224,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
894,https://bsky.app/profile/jennmeanit.bsky.social/post/3krmd3vbhk22i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
895,https://bsky.app/profile/wildekarde.bsky.social/post/3krrctl3hjs2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
896,https://bsky.app/profile/kenklippenstein.bsky.social/post/3krqtxwahxk2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
897,https://bsky.app/profile/antlervel.vet/post/3krf3kk35fx2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
898,https://bsky.app/profile/sorayamcdonald.bsky.social/post/3krgg26tacc23,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
899,https://bsky.app/profile/lethalityjane.bsky.social/post/3krgpvq7rsc23,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
900,https://bsky.app/profile/mumbly-joe.bsky.social/post/3krlo24ye3k26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
901,https://bsky.app/profile/kilgoretrout.bsky.social/post/3krtvrbvzff24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
902,https://bsky.app/profile/jabsco.cia.fyi/post/3kri5ijxu2c2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
903,https://bsky.app/profile/anildash.com/post/3krrvgkbkfs2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
904,https://bsky.app/profile/nocontexttrek1.bsky.social/post/3krhbvknrqc2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
905,https://bsky.app/profile/biincognito.bsky.social/post/3krk34qad6z27,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
906,https://bsky.app/profile/brendelbored.bsky.social/post/3krko5hdazk2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
907,https://bsky.app/profile/leastactionhero.bsky.social/post/3krqvlefg4t2w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
908,https://bsky.app/profile/bodegacats.bsky.social/post/3krhfv2aqls2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
909,https://bsky.app/profile/fishtopher.bsky.social/post/3krt2jo5ifs2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
910,https://bsky.app/profile/profmusgrave.bsky.social/post/3kre4nqt4sd2w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
911,https://bsky.app/profile/theferocity.bsky.social/post/3krhznn3hok2p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
912,https://bsky.app/profile/loish.bsky.social/post/3krlxjiv6pz27,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
913,https://bsky.app/profile/squeezable.bsky.social/post/3krpciv675c2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
914,https://bsky.app/profile/pwnallthethings.bsky.social/post/3krfjqhq2ws2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
915,https://bsky.app/profile/cait.bsky.social/post/3krjg6m4xj22y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
916,https://bsky.app/profile/eschatonblog.com/post/3krjgbu5afc2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
917,https://bsky.app/profile/scumbelievable.bsky.social/post/3krfe2thk722d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
918,https://bsky.app/profile/tocodot.bsky.social/post/3krj5sb2va72u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
919,https://bsky.app/profile/chathamharrison.bsky.social/post/3krgwuu7kfk2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
920,https://bsky.app/profile/lazarorosa.bsky.social/post/3krqlbhnric2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
921,https://bsky.app/profile/christianeymery.bsky.social/post/3krthvprljp2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
922,https://bsky.app/profile/penelopemoreira.bsky.social/post/3krecu2hs6s2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
923,https://bsky.app/profile/theabigailthorn.bsky.social/post/3krejpmto3s24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
924,https://bsky.app/profile/tomscocca.bsky.social/post/3krrw3n7twr2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
925,https://bsky.app/profile/sjjphd.bsky.social/post/3krsypdyf5j2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
926,https://bsky.app/profile/lulaoficial.bsky.social/post/3krtdko2ovz2s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
927,https://bsky.app/profile/lulaoficial.bsky.social/post/3krgxzwgiv52l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
928,https://bsky.app/profile/chantalalive.bsky.social/post/3kroxbkd5rb2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
929,https://bsky.app/profile/catbus.bsky.social/post/3kroyhxxzt22t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
930,https://bsky.app/profile/gbbranstetter.bsky.social/post/3krh4ngt2j22p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
931,https://bsky.app/profile/aricohn.com/post/3krse3qoggc2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
932,https://bsky.app/profile/everydaylouie.bsky.social/post/3kru436qi3224,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
933,https://bsky.app/profile/knilirabaj.bsky.social/post/3krkcq336ss22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
934,https://bsky.app/profile/jonbois.bsky.social/post/3krrgmx2zo22w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
935,https://bsky.app/profile/cait.bsky.social/post/3kru5mpoklk2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
936,https://bsky.app/profile/marisakabas.bsky.social/post/3krfk45lssl2n,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
937,https://bsky.app/profile/uncleduke1969.bsky.social/post/3krhthz4y5c26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
938,https://bsky.app/profile/tkingfisher.bsky.social/post/3krjgupmakc24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
939,https://bsky.app/profile/themckenziest.gay/post/3krk2uqioa22t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
940,https://bsky.app/profile/gingerbreadgolem.bsky.social/post/3krlvi37d332c,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
941,https://bsky.app/profile/kevinmkruse.bsky.social/post/3krf4ye6nck2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
942,https://bsky.app/profile/lulaoficial.bsky.social/post/3krgy3o6tk72q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
943,https://bsky.app/profile/celebrityhottub.bsky.social/post/3krpcd3cd4d2p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
944,https://bsky.app/profile/rincewind.run/post/3krhpkbrhak2z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
945,https://bsky.app/profile/nkalamb.bsky.social/post/3krghxyxlms2s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
946,https://bsky.app/profile/plussone.bsky.social/post/3kro3cjefzd2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
947,https://bsky.app/profile/stevesilberman.bsky.social/post/3krooa7sccs2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
948,https://bsky.app/profile/courtneymilan.com/post/3krh6ltxbxs2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
949,https://bsky.app/profile/mrlovenstein.bsky.social/post/3krlmsj7b5l26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
950,https://bsky.app/profile/teresabuecker.bsky.social/post/3kro4677ekd2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
951,https://bsky.app/profile/sjjphd.bsky.social/post/3krfgcppicl2y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
952,https://bsky.app/profile/ddelgadovive.bsky.social/post/3krhayese522v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
953,https://bsky.app/profile/markhisted.org/post/3krre6oo7sk2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
954,https://bsky.app/profile/abigaillarson.bsky.social/post/3krp3jknqv324,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
955,https://bsky.app/profile/colindickey.com/post/3krfagr7ybd2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
956,https://bsky.app/profile/iboudreau.bsky.social/post/3krmzckwfns2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
957,https://bsky.app/profile/cait.bsky.social/post/3krui4aeitg24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
958,https://bsky.app/profile/radicalgraffiti.bsky.social/post/3krkkpo2yu22p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
959,https://bsky.app/profile/lukelukeluke.bsky.social/post/3krrlyxsx6n2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
960,https://bsky.app/profile/infokomposter.bsky.social/post/3kriohisj5l2b,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
961,https://bsky.app/profile/chrisgeidner.bsky.social/post/3kru6qiz2yl2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
962,https://bsky.app/profile/prisonculture.bsky.social/post/3krj3sozb2c2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
963,https://bsky.app/profile/realqrampage.bsky.social/post/3krlhvpeua22v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
964,https://bsky.app/profile/daveweigel.bsky.social/post/3krqhjai2qk2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
965,https://bsky.app/profile/kevinmkruse.bsky.social/post/3krroqsdkot2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
966,https://bsky.app/profile/kenwhite.bsky.social/post/3kre5mvdsbt2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
967,https://bsky.app/profile/mskellymhayes.bsky.social/post/3krgqsobsu22s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
968,https://bsky.app/profile/rincewind.run/post/3krjfavesbc2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
969,https://bsky.app/profile/marisakabas.bsky.social/post/3krpnfmjtms2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
970,https://bsky.app/profile/jrjr.esq/post/3krfkgyglwi2m,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
971,https://bsky.app/profile/rincewind.run/post/3krrdqltngl2y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
972,https://bsky.app/profile/bodegacats.bsky.social/post/3krlyfcmjqk2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
973,https://bsky.app/profile/punkonbus1701.bsky.social/post/3krfxjh7i622q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
974,https://bsky.app/profile/secretaboutbox.bsky.social/post/3krfjhrhzas2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
975,https://bsky.app/profile/narkosedoc.bsky.social/post/3krifc3nh422p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
976,https://bsky.app/profile/thoughtfulnz.bsky.social/post/3krs2hqlzdh23,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
977,https://bsky.app/profile/nathankalmoe.bsky.social/post/3kri5swtars2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
978,https://bsky.app/profile/sethcotlar.bsky.social/post/3krkmcnfmbu2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
979,https://bsky.app/profile/adampknave.com/post/3kregdb3xcc2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
980,https://bsky.app/profile/victorerikray.bsky.social/post/3krgofzlpai2y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
981,https://bsky.app/profile/mobute.bsky.social/post/3krgc24kank2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
982,https://bsky.app/profile/ixy.bsky.social/post/3krsfia54ik25,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
983,https://bsky.app/profile/thetattooedprof.bsky.social/post/3krp6fi6zmh2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
984,https://bsky.app/profile/phillewis.bsky.social/post/3krmlu7bul42u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
985,https://bsky.app/profile/scalzi.com/post/3krtlsuvybc2n,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
986,https://bsky.app/profile/crobertcargill.bsky.social/post/3kri4vjk5se2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
987,https://bsky.app/profile/unasaka0309.bsky.social/post/3krum2sx4z42w,,,,"{'source_feed': 'today', 'synctimestamp': '2024-05-07-13:34:24'}",today
988,https://bsky.app/profile/karenho.bsky.social/post/3kruc6vdmi32o,,,,"{'source_feed': 'today', 'synctimestamp': '2024-05-07-13:34:24'}",today
989,https://bsky.app/profile/courtneymilan.com/post/3krukyy7e6l2u,,,,"{'source_feed': 'today', 'synctimestamp': '2024-05-07-13:34:24'}",today
990,https://bsky.app/profile/lubchansky.bsky.social/post/3krtbh4abqb2h,,,,"{'source_feed': 'today', 'synctimestamp': '2024-05-07-13:34:24'}",today
991,https://bsky.app/profile/thielman.bsky.social/post/3krtsgbc5tl2v,,,,"{'source_feed': 'today', 'synctimestamp': '2024-05-07-13:34:24'}",today
992,https://bsky.app/profile/maralil13.bsky.social/post/3krubbum3a62r,,,,"{'source_feed': 'today', 'synctimestamp': '2024-05-07-13:34:24'}",today
993,https://bsky.app/profile/bodegacats.bsky.social/post/3krvk5qezqg2m,,,,"{'source_feed': 'today', 'synctimestamp': '2024-05-07-13:34:24'}",today
994,https://bsky.app/profile/katmabu.bsky.social/post/3krtbc3tui42f,,,,"{'source_feed': 'today', 'synctimestamp': '2024-05-07-13:34:24'}",today
995,https://bsky.app/profile/emissaryofnight.bsky.social/post/3krubgsidwu2j,,,,"{'source_feed': 'today', 'synctimestamp': '2024-05-07-13:34:24'}",today
996,https://bsky.app/profile/claasgefroi.bsky.social/post/3kruzrz66732e,,,,"{'source_feed': 'today', 'synctimestamp': '2024-05-07-13:34:24'}",today
997,https://bsky.app/profile/cait.bsky.social/post/3krtfox4bxm2g,,,,"{'source_feed': 'today', 'synctimestamp': '2024-05-07-13:34:24'}",today
998,https://bsky.app/profile/benedictsred.bsky.social/post/3krtm2rib3d26,,,,"{'source_feed': 'today', 'synctimestamp': '2024-05-07-13:34:24'}",today
999,https://bsky.app/profile/theferocity.bsky.social/post/3krtwd7ywj22d,,,,"{'source_feed': 'today', 'synctimestamp': '2024-05-07-13:34:24'}",today
1000,https://bsky.app/profile/jsx.bsky.social/post/3kru2juhltc2m,,,,"{'source_feed': 'today', 'synctimestamp': '2024-05-07-13:34:24'}",today
